crop_path,text,split,field_type,style_id,bias
crops/price_00097.png,"11,00",train,price,1,0.853
crops/price_00098.png,"11,00",train,price,1,0.772
crops/price_00099.png,"11,00",train,price,11,0.512
crops/price_00102.png,"11,50",train,price,8,0.931
crops/price_00103.png,"11,50",train,price,0,0.851
crops/price_00104.png,"11,50",train,price,12,0.403
crops/price_00105.png,11.00,val,price,2,0.310
crops/price_00106.png,11.00,val,price,7,0.614
crops/price_00107.png,11.00,val,price,4,0.621
crops/price_00108.png,11.00,val,price,1,0.525
crops/price_00109.png,11.00,val,price,7,0.654
crops/price_00110.png,11.000,train,price,7,0.922
crops/price_00111.png,11.000,train,price,1,0.364
crops/price_00112.png,11.000,train,price,5,0.769
crops/price_00113.png,11.000,train,price,1,0.705
crops/price_00114.png,11.000,train,price,12,0.600
crops/price_00115.png,11.50,train,price,0,0.426
crops/price_00117.png,11.50,train,price,0,0.409
crops/price_00119.png,11.50,train,price,0,0.443
crops/price_00121.png,11.500,train,price,9,0.600
crops/price_00122.png,11.500,train,price,11,0.944
crops/price_00123.png,11.500,train,price,5,0.845
crops/price_00124.png,11.500,train,price,3,0.372
crops/price_00125.png,12,train,price,12,0.695
crops/price_00126.png,12,train,price,2,0.608
crops/price_00127.png,12,train,price,5,0.882
crops/price_00128.png,12,train,price,7,0.936
crops/price_00129.png,12,train,price,11,0.359
crops/price_00130.png,"12,00",train,price,6,0.842
crops/price_00131.png,"12,00",train,price,5,0.357
crops/price_00132.png,"12,00",train,price,4,0.691
crops/price_00133.png,"12,00",train,price,10,0.769
crops/price_00134.png,"12,00",train,price,1,0.507
crops/price_00136.png,"12,50",val,price,7,0.727
crops/price_00137.png,"12,50",val,price,5,0.775
crops/price_00138.png,"12,50",val,price,4,0.337
crops/price_00139.png,"12,50",val,price,7,0.934
crops/price_00140.png,12.00,train,price,8,0.562
crops/price_00141.png,12.00,train,price,0,0.501
crops/price_00142.png,12.00,train,price,2,0.684
crops/price_00143.png,12.00,train,price,1,0.378
crops/price_00144.png,12.00,train,price,3,0.699
crops/price_00145.png,12.000,test,price,8,0.314
crops/price_00146.png,12.000,test,price,12,0.707
crops/price_00147.png,12.000,test,price,10,0.428
crops/price_00148.png,12.000,test,price,4,0.661
crops/price_00149.png,12.000,test,price,4,0.387
crops/price_00150.png,12.50,train,price,12,0.663
crops/price_00152.png,12.50,train,price,4,0.748
crops/price_00154.png,12.50,train,price,5,0.560
crops/price_00155.png,12.500,train,price,7,0.662
crops/price_00156.png,12.500,train,price,3,0.386
crops/price_00157.png,12.500,train,price,10,0.543
crops/price_00158.png,12.500,train,price,8,0.457
crops/price_00161.png,13,train,price,8,0.937
crops/price_00162.png,13,train,price,1,0.475
crops/price_00163.png,13,train,price,2,0.761
crops/price_00164.png,13,train,price,10,0.448
crops/price_00165.png,"13,00",train,price,4,0.617
crops/price_00166.png,"13,00",train,price,11,0.992
crops/price_00167.png,"13,00",train,price,2,0.368
crops/price_00168.png,"13,00",train,price,3,0.834
crops/price_00169.png,"13,00",train,price,3,0.708
crops/price_00170.png,"13,50",train,price,2,0.918
crops/price_00171.png,"13,50",train,price,6,0.653
crops/price_00172.png,"13,50",train,price,5,0.828
crops/price_00173.png,"13,50",train,price,9,0.925
crops/price_00174.png,"13,50",train,price,8,0.673
crops/price_00175.png,13.00,train,price,9,0.632
crops/price_00176.png,13.00,train,price,2,0.875
crops/price_00177.png,13.00,train,price,8,0.842
crops/price_00178.png,13.00,train,price,8,0.564
crops/price_00179.png,13.00,train,price,9,0.639
crops/price_00180.png,13.000,train,price,5,0.636
crops/price_00181.png,13.000,train,price,5,0.968
crops/price_00182.png,13.000,train,price,3,0.880
crops/price_00183.png,13.000,train,price,10,0.463
crops/price_00184.png,13.000,train,price,6,0.757
crops/price_00186.png,13.50,train,price,2,0.956
crops/price_00187.png,13.50,train,price,7,0.992
crops/price_00188.png,13.50,train,price,10,0.480
crops/price_00190.png,13.500,train,price,12,0.487
crops/price_00191.png,13.500,train,price,4,0.412
crops/price_00192.png,13.500,train,price,9,0.455
crops/price_00193.png,13.500,train,price,12,0.765
crops/price_00194.png,13.500,train,price,9,0.379
crops/price_00196.png,14,train,price,11,0.315
crops/price_00198.png,14,train,price,6,0.614
crops/price_00200.png,"14,00",train,price,6,0.672
crops/price_00201.png,"14,00",train,price,9,0.836
crops/price_00202.png,"14,00",train,price,3,0.818
crops/price_00204.png,"14,00",train,price,9,0.916
crops/price_00206.png,"14,50",train,price,12,0.624
crops/price_00209.png,"14,50",train,price,11,0.723
crops/price_00210.png,14.00,train,price,8,0.918
crops/price_00211.png,14.00,train,price,11,0.402
crops/price_00212.png,14.00,train,price,8,0.758
crops/price_00214.png,14.00,train,price,12,0.304
crops/price_00216.png,14.000,train,price,12,0.958
crops/price_00217.png,14.000,train,price,5,0.972
crops/price_00218.png,14.000,train,price,1,0.584
crops/price_00219.png,14.000,train,price,9,0.984
crops/price_00220.png,14.50,test,price,0,0.947
crops/price_00221.png,14.50,test,price,12,0.874
crops/price_00222.png,14.50,test,price,5,0.569
crops/price_00223.png,14.50,test,price,5,0.724
crops/price_00229.png,14.500,test,price,11,0.738
crops/price_00231.png,15,train,price,6,0.978
crops/price_00232.png,15,train,price,5,0.380
crops/price_00233.png,15,train,price,7,0.858
crops/price_00234.png,15,train,price,11,0.596
crops/price_00235.png,"15,00",train,price,8,0.326
crops/price_00236.png,"15,00",train,price,2,0.753
crops/price_00237.png,"15,00",train,price,4,0.455
crops/price_00240.png,15.00,train,price,0,0.894
crops/price_00244.png,15.00,train,price,5,0.892
crops/price_00245.png,15.000,train,price,4,0.382
crops/price_00247.png,15.000,train,price,8,0.654
crops/price_00248.png,15.000,train,price,0,0.492
crops/price_00249.png,15.000,train,price,12,0.680
crops/price_00250.png,16,train,price,4,0.912
crops/price_00251.png,16,train,price,12,0.816
crops/price_00252.png,16,train,price,9,0.546
crops/price_00254.png,16,train,price,3,0.833
crops/price_00256.png,"16,00",test,price,11,0.981
crops/price_00257.png,"16,00",test,price,4,0.526
crops/price_00258.png,"16,00",test,price,1,0.738
crops/price_00259.png,"16,00",test,price,10,0.511
crops/price_00261.png,16.00,train,price,8,0.776
crops/price_00262.png,16.00,train,price,11,0.864
crops/price_00263.png,16.00,train,price,1,0.671
crops/price_00264.png,16.00,train,price,3,0.361
crops/price_00265.png,16.000,train,price,3,0.687
crops/price_00266.png,16.000,train,price,3,0.823
crops/price_00267.png,16.000,train,price,8,0.922
crops/price_00268.png,16.000,train,price,12,0.630
crops/price_00269.png,16.000,train,price,8,0.501
crops/price_00270.png,17,train,price,1,0.658
crops/price_00271.png,17,train,price,4,0.789
crops/price_00272.png,17,train,price,10,0.819
crops/price_00273.png,17,train,price,2,0.560
crops/price_00274.png,17,train,price,4,0.799
crops/price_00275.png,"17,00",train,price,9,0.772
crops/price_00276.png,"17,00",train,price,0,0.687
crops/price_00277.png,"17,00",train,price,1,0.651
crops/price_00278.png,"17,00",train,price,5,0.360
crops/price_00279.png,"17,00",train,price,11,0.930
crops/price_00280.png,17.00,train,price,5,0.301
crops/price_00282.png,17.00,train,price,8,0.393
crops/price_00283.png,17.00,train,price,11,0.882
crops/price_00284.png,17.00,train,price,7,0.626
crops/price_00285.png,17.000,train,price,11,0.788
crops/price_00286.png,17.000,train,price,4,0.874
crops/price_00288.png,17.000,train,price,1,0.315
crops/price_00289.png,17.000,train,price,0,0.418
crops/price_00290.png,18,train,price,4,0.612
crops/price_00292.png,18,train,price,7,0.681
crops/price_00294.png,18,train,price,12,0.997
crops/price_00296.png,"18,00",train,price,8,0.516
crops/price_00297.png,"18,00",train,price,12,0.391
crops/price_00298.png,"18,00",train,price,8,0.902
crops/price_00299.png,"18,00",train,price,12,0.747
crops/price_00300.png,18.00,val,price,6,0.515
crops/price_00301.png,18.00,val,price,2,0.722
crops/price_00302.png,18.00,val,price,5,0.988
crops/price_00303.png,18.00,val,price,3,0.785
crops/price_00304.png,18.00,val,price,6,0.546
crops/price_00305.png,18.000,test,price,0,0.523
crops/price_00306.png,18.000,test,price,5,0.716
crops/price_00307.png,18.000,test,price,3,0.982
crops/price_00308.png,18.000,test,price,7,0.408
crops/price_00309.png,18.000,test,price,1,0.631
crops/price_00310.png,19,train,price,5,0.431
crops/price_00311.png,19,train,price,1,0.768
crops/price_00313.png,19,train,price,12,0.700
crops/price_00314.png,19,train,price,0,0.596
crops/price_00315.png,"19,00",train,price,1,0.572
crops/price_00316.png,"19,00",train,price,12,0.594
crops/price_00317.png,"19,00",train,price,12,0.500
crops/price_00318.png,"19,00",train,price,2,0.733
crops/price_00319.png,"19,00",train,price,0,0.537
crops/price_00320.png,19.00,train,price,12,0.878
crops/price_00321.png,19.00,train,price,5,0.875
crops/price_00323.png,19.00,train,price,6,0.745
crops/price_00324.png,19.00,train,price,5,0.414
crops/price_00325.png,19.000,train,price,3,0.753
crops/price_00326.png,19.000,train,price,9,0.861
crops/price_00327.png,19.000,train,price,7,0.476
crops/price_00328.png,19.000,train,price,8,0.753
crops/price_00329.png,19.000,train,price,10,0.798
crops/price_00330.png,2,val,price,10,0.524
crops/price_00331.png,2,val,price,5,0.809
crops/price_00332.png,2,val,price,2,0.506
crops/price_00333.png,2,val,price,3,0.549
crops/price_00334.png,2,val,price,0,0.906
crops/price_00335.png,"2,00",train,price,0,0.910
crops/price_00336.png,"2,00",train,price,12,0.357
crops/price_00337.png,"2,00",train,price,7,0.850
crops/price_00338.png,"2,00",train,price,11,0.561
crops/price_00339.png,"2,00",train,price,4,0.390
crops/price_00340.png,"2,50",train,price,5,0.604
crops/price_00344.png,"2,50",train,price,4,0.736
crops/price_00345.png,2.00,train,price,3,0.726
crops/price_00346.png,2.00,train,price,11,0.953
crops/price_00347.png,2.00,train,price,1,0.806
crops/price_00348.png,2.00,train,price,4,0.552
crops/price_00349.png,2.00,train,price,5,0.550
crops/price_00350.png,2.000,train,price,6,0.783
crops/price_00351.png,2.000,train,price,1,0.591
crops/price_00352.png,2.000,train,price,7,0.944
crops/price_00353.png,2.000,train,price,10,0.911
crops/price_00354.png,2.000,train,price,2,0.887
crops/price_00355.png,2.50,train,price,1,0.826
crops/price_00356.png,2.50,train,price,7,0.611
crops/price_00359.png,2.50,train,price,1,0.368
crops/price_00360.png,2.500,test,price,2,0.645
crops/price_00361.png,2.500,test,price,7,0.877
crops/price_00362.png,2.500,test,price,10,0.713
crops/price_00365.png,20,test,price,6,0.722
crops/price_00366.png,20,test,price,3,0.447
crops/price_00367.png,20,test,price,11,0.381
crops/price_00369.png,20,test,price,2,0.888
crops/price_00370.png,"20,00",train,price,3,0.820
crops/price_00371.png,"20,00",train,price,6,0.970
crops/price_00372.png,"20,00",train,price,3,0.938
crops/price_00373.png,"20,00",train,price,7,0.424
crops/price_00374.png,"20,00",train,price,2,0.709
crops/price_00375.png,20.00,train,price,7,0.853
crops/price_00376.png,20.00,train,price,6,0.680
crops/price_00377.png,20.00,train,price,7,0.998
crops/price_00378.png,20.00,train,price,0,0.778
crops/price_00379.png,20.00,train,price,8,0.862
crops/price_00380.png,20.000,train,price,0,0.739
crops/price_00381.png,20.000,train,price,10,0.872
crops/price_00382.png,20.000,train,price,1,0.702
crops/price_00383.png,20.000,train,price,0,0.749
crops/price_00385.png,21,train,price,4,0.972
crops/price_00387.png,21,train,price,3,0.589
crops/price_00388.png,21,train,price,12,0.953
crops/price_00389.png,21,train,price,5,0.550
crops/price_00390.png,22,test,price,11,0.709
crops/price_00391.png,22,test,price,4,0.888
crops/price_00392.png,22,test,price,10,0.725
crops/price_00394.png,22,test,price,7,0.758
crops/price_00395.png,"22,00",val,price,6,0.555
crops/price_00397.png,"22,00",val,price,5,0.464
crops/price_00398.png,"22,00",val,price,1,0.793
crops/price_00400.png,22.00,train,price,12,0.637
crops/price_00401.png,22.00,train,price,5,0.721
crops/price_00402.png,22.00,train,price,10,0.883
crops/price_00404.png,22.00,train,price,1,0.452
crops/price_00406.png,22.000,train,price,3,0.666
crops/price_00407.png,22.000,train,price,8,0.827
crops/price_00408.png,22.000,train,price,8,0.594
crops/price_00409.png,22.000,train,price,6,0.394
crops/price_00410.png,23,train,price,9,0.666
crops/price_00411.png,23,train,price,4,0.898
crops/price_00413.png,23,train,price,11,0.461
crops/price_00415.png,24,train,price,9,0.326
crops/price_00419.png,24,train,price,4,0.458
crops/price_00421.png,25,val,price,12,0.470
crops/price_00425.png,"25,00",val,price,1,0.773
crops/price_00428.png,"25,00",val,price,10,0.448
crops/price_00429.png,"25,00",val,price,5,0.429
crops/price_00435.png,25.000,train,price,10,0.970
crops/price_00437.png,25.000,train,price,11,0.711
crops/price_00439.png,25.000,train,price,1,0.484
crops/price_00442.png,26,train,price,10,0.748
crops/price_00443.png,26,train,price,0,0.666
crops/price_00444.png,26,train,price,0,0.836
crops/price_00445.png,27,train,price,11,0.816
crops/price_00447.png,27,train,price,11,0.736
crops/price_00448.png,27,train,price,11,0.306
crops/price_00449.png,27,train,price,5,0.356
crops/price_00453.png,28,train,price,0,0.417
crops/price_00454.png,28,train,price,5,0.840
crops/price_00455.png,"28,00",train,price,11,0.675
crops/price_00456.png,"28,00",train,price,0,0.782
crops/price_00458.png,"28,00",train,price,4,0.874
crops/price_00459.png,"28,00",train,price,12,0.734
crops/price_00461.png,28.00,train,price,1,0.640
crops/price_00463.png,28.00,train,price,8,0.820
crops/price_00464.png,28.00,train,price,1,0.961
crops/price_00465.png,28.000,train,price,8,0.824
crops/price_00466.png,28.000,train,price,12,0.426
crops/price_00467.png,28.000,train,price,6,0.835
crops/price_00468.png,28.000,train,price,5,0.973
crops/price_00469.png,28.000,train,price,0,0.510
crops/price_00471.png,29,train,price,9,0.580
crops/price_00473.png,29,train,price,6,0.951
crops/price_00474.png,29,train,price,4,0.667
crops/price_00475.png,3,train,price,12,0.717
crops/price_00479.png,3,train,price,9,0.402
crops/price_00480.png,"3,00",val,price,9,0.949
crops/price_00481.png,"3,00",val,price,3,0.443
crops/price_00482.png,"3,00",val,price,0,0.479
crops/price_00483.png,"3,00",val,price,10,0.896
crops/price_00484.png,"3,00",val,price,5,0.639
crops/price_00486.png,"3,50",train,price,12,0.343
crops/price_00487.png,"3,50",train,price,10,0.396
crops/price_00488.png,"3,50",train,price,4,0.937
crops/price_00490.png,3.00,train,price,1,0.690
crops/price_00491.png,3.00,train,price,6,0.512
crops/price_00492.png,3.00,train,price,9,0.697
crops/price_00493.png,3.00,train,price,11,0.755
crops/price_00494.png,3.00,train,price,6,0.456
crops/price_00495.png,3.000,train,price,7,0.921
crops/price_00496.png,3.000,train,price,8,0.749
crops/price_00497.png,3.000,train,price,11,0.327
crops/price_00498.png,3.000,train,price,7,0.417
crops/price_00499.png,3.000,train,price,2,0.845
crops/price_00500.png,3.50,train,price,7,0.363
crops/price_00502.png,3.50,train,price,9,0.910
crops/price_00503.png,3.50,train,price,4,0.739
crops/price_00504.png,3.50,train,price,12,0.304
crops/price_00505.png,3.500,train,price,8,0.495
crops/price_00506.png,3.500,train,price,5,0.944
crops/price_00507.png,3.500,train,price,2,0.976
crops/price_00509.png,3.500,train,price,9,0.811
crops/price_00510.png,30,train,price,4,0.668
crops/price_00511.png,30,train,price,11,0.503
crops/price_00515.png,"30,00",train,price,12,0.870
crops/price_00516.png,"30,00",train,price,12,0.941
crops/price_00517.png,"30,00",train,price,9,0.724
crops/price_00518.png,"30,00",train,price,3,0.560
crops/price_00519.png,"30,00",train,price,8,0.317
crops/price_00520.png,30.00,train,price,12,0.910
crops/price_00521.png,30.00,train,price,1,0.303
crops/price_00522.png,30.00,train,price,0,0.704
crops/price_00523.png,30.00,train,price,2,0.410
crops/price_00524.png,30.00,train,price,9,0.471
crops/price_00525.png,30.000,train,price,6,0.338
crops/price_00526.png,30.000,train,price,5,0.872
crops/price_00527.png,30.000,train,price,1,0.619
crops/price_00528.png,30.000,train,price,6,0.428
crops/price_00530.png,31,val,price,12,0.511
crops/price_00531.png,31,val,price,12,0.986
crops/price_00532.png,31,val,price,1,0.715
crops/price_00533.png,31,val,price,5,0.646
crops/price_00534.png,31,val,price,7,0.672
crops/price_00536.png,32,train,price,5,0.931
crops/price_00538.png,32,train,price,2,0.502
crops/price_00541.png,33,train,price,0,0.985
crops/price_00543.png,33,train,price,12,0.706
crops/price_00544.png,33,train,price,6,0.547
crops/price_00545.png,34,train,price,0,0.741
crops/price_00547.png,34,train,price,10,0.613
crops/price_00549.png,34,train,price,9,0.814
crops/price_00552.png,35,train,price,4,0.487
crops/price_00555.png,"35,00",train,price,11,0.970
crops/price_00556.png,"35,00",train,price,4,0.506
crops/price_00557.png,"35,00",train,price,4,0.413
crops/price_00560.png,35.00,val,price,0,0.765
crops/price_00564.png,35.00,val,price,1,0.920
crops/price_00565.png,35.000,train,price,7,0.674
crops/price_00566.png,35.000,train,price,12,0.758
crops/price_00567.png,35.000,train,price,7,0.758
crops/price_00569.png,35.000,train,price,5,0.868
crops/price_00570.png,36,train,price,12,0.332
crops/price_00571.png,36,train,price,2,0.370
crops/price_00572.png,36,train,price,6,0.785
crops/price_00573.png,36,train,price,9,0.426
crops/price_00574.png,36,train,price,1,0.733
crops/price_00575.png,37,train,price,10,0.891
crops/price_00576.png,37,train,price,9,0.864
crops/price_00577.png,37,train,price,3,0.805
crops/price_00578.png,37,train,price,11,0.589
crops/price_00579.png,37,train,price,2,0.571
crops/price_00581.png,38,train,price,9,0.979
crops/price_00582.png,38,train,price,0,0.811
crops/price_00585.png,39,train,price,7,0.768
crops/price_00587.png,39,train,price,6,0.827
crops/price_00589.png,39,train,price,11,0.842
crops/price_00590.png,4,train,price,12,0.822
crops/price_00591.png,4,train,price,8,0.881
crops/price_00592.png,4,train,price,3,0.924
crops/price_00593.png,4,train,price,7,0.405
crops/price_00594.png,4,train,price,11,0.751
crops/price_00595.png,"4,00",train,price,7,0.715
crops/price_00596.png,"4,00",train,price,7,0.560
crops/price_00597.png,"4,00",train,price,2,0.981
crops/price_00599.png,"4,00",train,price,4,0.385
crops/price_00600.png,"4,50",train,price,8,0.532
crops/price_00601.png,"4,50",train,price,5,0.782
crops/price_00602.png,"4,50",train,price,5,0.365
crops/price_00603.png,"4,50",train,price,10,0.770
crops/price_00605.png,4.00,train,price,3,0.809
crops/price_00606.png,4.00,train,price,9,0.719
crops/price_00607.png,4.00,train,price,1,0.305
crops/price_00608.png,4.00,train,price,8,0.643
crops/price_00609.png,4.00,train,price,4,0.510
crops/price_00610.png,4.000,train,price,0,0.384
crops/price_00611.png,4.000,train,price,11,0.873
crops/price_00612.png,4.000,train,price,5,0.414
crops/price_00613.png,4.000,train,price,3,0.837
crops/price_00615.png,4.50,train,price,5,0.945
crops/price_00616.png,4.50,train,price,8,0.799
crops/price_00617.png,4.50,train,price,11,0.554
crops/price_00618.png,4.50,train,price,2,0.900
crops/price_00619.png,4.50,train,price,0,0.842
crops/price_00620.png,4.500,train,price,1,0.511
crops/price_00622.png,4.500,train,price,9,0.348
crops/price_00623.png,4.500,train,price,11,0.369
crops/price_00624.png,4.500,train,price,5,0.987
crops/price_00625.png,40,train,price,12,0.553
crops/price_00626.png,40,train,price,3,0.688
crops/price_00627.png,40,train,price,0,0.999
crops/price_00628.png,40,train,price,11,0.948
crops/price_00630.png,"40,00",test,price,7,0.658
crops/price_00631.png,"40,00",test,price,1,0.649
crops/price_00632.png,"40,00",test,price,12,0.645
crops/price_00633.png,"40,00",test,price,12,0.322
crops/price_00634.png,"40,00",test,price,11,0.415
crops/price_00635.png,40.00,train,price,9,0.629
crops/price_00636.png,40.00,train,price,5,0.343
crops/price_00637.png,40.00,train,price,1,0.600
crops/price_00638.png,40.00,train,price,4,0.380
crops/price_00640.png,40.000,train,price,12,0.835
crops/price_00642.png,40.000,train,price,9,0.536
crops/price_00643.png,40.000,train,price,10,0.678
crops/price_00647.png,41,train,price,6,0.467
crops/price_00648.png,41,train,price,2,0.491
crops/price_00649.png,41,train,price,0,0.902
crops/price_00652.png,42,train,price,6,0.453
crops/price_00653.png,42,train,price,5,0.682
crops/price_00657.png,43,test,price,12,0.324
crops/price_00659.png,43,test,price,10,0.610
crops/price_00665.png,45,train,price,6,0.426
crops/price_00667.png,45,train,price,1,0.367
crops/price_00668.png,45,train,price,0,0.478
crops/price_00669.png,45,train,price,2,0.653
crops/price_00670.png,"45,00",val,price,7,0.910
crops/price_00671.png,"45,00",val,price,8,0.519
crops/price_00672.png,"45,00",val,price,0,0.432
crops/price_00673.png,"45,00",val,price,0,0.609
crops/price_00674.png,"45,00",val,price,2,0.884
crops/price_00676.png,45.00,test,price,5,0.408
crops/price_00677.png,45.00,test,price,5,0.963
crops/price_00678.png,45.00,test,price,8,0.966
crops/price_00679.png,45.00,test,price,6,0.846
crops/price_00680.png,45.000,train,price,10,0.722
crops/price_00681.png,45.000,train,price,1,0.830
crops/price_00682.png,45.000,train,price,7,0.669
crops/price_00683.png,45.000,train,price,3,0.666
crops/price_00684.png,45.000,train,price,5,0.478
crops/price_00686.png,46,train,price,3,0.430
crops/price_00687.png,46,train,price,7,0.784
crops/price_00688.png,46,train,price,12,0.512
crops/price_00689.png,46,train,price,10,0.469
crops/price_00690.png,47,train,price,2,0.817
crops/price_00691.png,47,train,price,0,0.534
crops/price_00692.png,47,train,price,0,0.641
crops/price_00693.png,47,train,price,0,0.595
crops/price_00698.png,48,train,price,2,0.880
crops/price_00699.png,48,train,price,12,0.549
crops/price_00700.png,49,val,price,7,0.859
crops/price_00702.png,49,val,price,2,0.753
crops/price_00703.png,49,val,price,4,0.654
crops/price_00704.png,49,val,price,12,0.460
crops/price_00708.png,5,train,price,11,0.583
crops/price_00710.png,"5,00",train,price,3,0.365
crops/price_00712.png,"5,00",train,price,7,0.509
crops/price_00713.png,"5,00",train,price,9,0.464
crops/price_00715.png,"5,50",train,price,7,0.450
crops/price_00718.png,"5,50",train,price,1,0.385
crops/price_00719.png,"5,50",train,price,12,0.713
crops/price_00720.png,5.00,train,price,0,0.592
crops/price_00722.png,5.00,train,price,3,0.930
crops/price_00723.png,5.00,train,price,8,0.752
crops/price_00724.png,5.00,train,price,8,0.928
crops/price_00726.png,5.000,train,price,6,0.480
crops/price_00727.png,5.000,train,price,0,0.730
crops/price_00730.png,5.50,train,price,4,0.698
crops/price_00738.png,5.500,val,price,0,0.455
crops/price_00740.png,50,train,price,1,0.909
crops/price_00742.png,50,train,price,11,0.774
crops/price_00744.png,50,train,price,4,0.943
crops/price_00746.png,"50,00",train,price,4,0.473
crops/price_00747.png,"50,00",train,price,12,0.367
crops/price_00750.png,50.00,train,price,5,0.756
crops/price_00751.png,50.00,train,price,9,0.388
crops/price_00752.png,50.00,train,price,9,0.605
crops/price_00753.png,50.00,train,price,5,0.979
crops/price_00754.png,50.00,train,price,3,0.748
crops/price_00755.png,50.000,train,price,9,0.510
crops/price_00756.png,50.000,train,price,7,0.737
crops/price_00757.png,50.000,train,price,0,0.352
crops/price_00762.png,51,train,price,12,0.404
crops/price_00763.png,51,train,price,12,0.629
crops/price_00767.png,52,train,price,7,0.627
crops/price_00769.png,52,train,price,5,0.438
crops/price_00772.png,53,test,price,12,0.628
crops/price_00775.png,54,train,price,5,0.698
crops/price_00778.png,54,train,price,2,0.529
crops/price_00780.png,55,train,price,4,0.441
crops/price_00783.png,55,train,price,6,0.789
crops/price_00785.png,"55,00",train,price,3,0.654
crops/price_00787.png,"55,00",train,price,11,0.965
crops/price_00788.png,"55,00",train,price,2,0.354
crops/price_00789.png,"55,00",train,price,7,0.788
crops/price_00793.png,55.00,test,price,0,0.581
crops/price_00794.png,55.00,test,price,6,0.511
crops/price_00795.png,55.000,train,price,10,0.787
crops/price_00796.png,55.000,train,price,1,0.535
crops/price_00797.png,55.000,train,price,0,0.731
crops/price_00798.png,55.000,train,price,2,0.563
crops/price_00800.png,56,train,price,12,0.781
crops/price_00804.png,56,train,price,12,0.409
crops/price_00806.png,57,train,price,2,0.941
crops/price_00808.png,57,train,price,12,0.605
