crop_path,text,split,field_type,style_id,bias,source,category,vocab_bucket
crops/mixed_00860.png,91,train,price,11,0.974,numbers,,
crops/mixed_00770.png,8.000,train,price,9,0.728,numbers,,
crops/mixed_01162.png,Lemon Mint,train,name,1,0.43,synthetic,Juices & Smoothies,train
crops/mixed_01092.png,Mint Tea,train,name,11,0.77,synthetic,Tea,train
crops/mixed_00894.png,99,train,price,11,0.671,numbers,,
crops/mixed_00503.png,42,train,price,5,0.682,numbers,,
crops/mixed_01210.png,11,train,price,6,0.64,synthetic,Tea,train
crops/mixed_01169.png,"11,67",train,price,4,0.55,synthetic,Pastries,train
crops/mixed_01067.png,8.57,train,price,11,0.69,synthetic,Desserts,train
crops/mixed_01120.png,10,train,price,2,0.42,synthetic,Coffee,train
crops/mixed_01222.png,4,train,price,6,0.66,synthetic,Desserts,train
crops/mixed_01075.png,Eggs Benedict,train,name,9,0.43,synthetic,Breakfast,train
crops/mixed_00842.png,90,test,price,7,0.394,numbers,,
crops/mixed_01118.png,Macchiato,train,name,11,0.62,synthetic,Coffee,train
crops/mixed_00160.png,13.500,train,price,12,0.487,numbers,,
crops/mixed_00845.png,90,train,price,9,0.815,numbers,,
crops/mixed_00829.png,9.00,train,price,11,0.353,numbers,,
crops/mixed_00779.png,"80,00",val,price,6,0.765,numbers,,
crops/mixed_00107.png,"12,00",val,price,6,0.842,numbers,,
crops/mixed_01262.png,11 DT,train,price,2,0.7,synthetic,Sandwiches,val
crops/mixed_01050.png,Breakfast Burrito,train,name,1,0.87,synthetic,Breakfast,train
crops/mixed_00100.png,11.500,train,price,5,0.845,numbers,,
crops/mixed_00035.png,1.000,val,price,6,0.920,numbers,,
crops/mixed_01257.png,Scone,train,name,11,0.53,synthetic,Pastries,train
crops/mixed_00002.png,0,train,price,12,0.864,numbers,,
crops/mixed_00368.png,29,val,price,6,0.951,numbers,,
crops/mixed_00241.png,18.00,val,price,6,0.515,numbers,,
crops/mixed_00314.png,20.000,train,price,0,0.749,numbers,,
crops/mixed_00794.png,83,train,price,11,0.470,numbers,,
crops/mixed_01040.png,Banana Bread,train,name,6,0.4,synthetic,Pastries,train
crops/mixed_00214.png,16.000,train,price,12,0.630,numbers,,
crops/mixed_00346.png,26,train,price,10,0.748,numbers,,
crops/mixed_00706.png,7.50,train,price,10,0.977,numbers,,
crops/mixed_01142.png,Cola,train,name,2,0.46,synthetic,Soft Drinks,train
crops/mixed_00049.png,"10,00",train,price,11,0.470,numbers,,
crops/mixed_00396.png,3.500,train,price,2,0.976,numbers,,
crops/mixed_00090.png,11.000,test,price,7,0.922,numbers,,
crops/mixed_01066.png,Orange Juice,train,name,6,0.57,synthetic,Juices & Smoothies,train
crops/mixed_01280.png,"6,45",train,price,5,0.56,synthetic,Salads,train
crops/mixed_01112.png,Falafel Wrap,train,name,4,0.66,synthetic,Sandwiches,train
crops/mixed_01220.png,Mocha,train,name,4,0.6,synthetic,Coffee,train
crops/mixed_01277.png,5.250,train,price,4,0.64,synthetic,Breakfast,train
crops/mixed_00044.png,10,train,price,5,0.673,numbers,,
crops/mixed_00056.png,10.00,val,price,6,0.380,numbers,,
crops/mixed_00277.png,"2,00",train,price,11,0.561,numbers,,
crops/mixed_01192.png,"3,01",train,price,1,0.62,synthetic,Pastries,train
crops/mixed_00235.png,18,test,price,7,0.681,numbers,,
crops/mixed_00547.png,5.00,train,price,8,0.752,numbers,,
crops/mixed_00797.png,85,train,price,3,0.660,numbers,,
crops/mixed_01044.png,10,train,price,1,0.88,synthetic,Soft Drinks,test
crops/mixed_00371.png,3,train,price,9,0.402,numbers,,
crops/mixed_00749.png,76,train,price,2,0.972,numbers,,
crops/mixed_00374.png,"3,00",train,price,0,0.479,numbers,,
crops/mixed_00143.png,"13,50",val,price,6,0.653,numbers,,
crops/mixed_00172.png,"14,50",train,price,11,0.723,numbers,,
crops/mixed_00347.png,26,train,price,0,0.666,numbers,,
crops/mixed_00945.png,"9,56",val,price,12,0.47,synthetic,Coffee,train
crops/mixed_00261.png,19.00,train,price,5,0.875,numbers,,
crops/mixed_01026.png,9.84 DT,test,price,3,0.59,synthetic,Coffee,train
crops/mixed_00298.png,20,train,price,3,0.447,numbers,,
crops/mixed_00639.png,61,train,price,12,0.903,numbers,,
crops/mixed_01248.png,Cheesecake,train,name,8,0.74,synthetic,Desserts,val
crops/mixed_01273.png,4.51,train,price,5,0.94,synthetic,Tea,train
crops/mixed_00190.png,"15,00",train,price,8,0.326,numbers,,
crops/mixed_00774.png,80,train,price,4,0.804,numbers,,
crops/mixed_00078.png,"11,00",test,price,7,0.974,numbers,,
crops/mixed_00386.png,3.000,train,price,8,0.749,numbers,,
crops/mixed_00022.png,"1,00",train,price,10,0.373,numbers,,
crops/mixed_00021.png,"1,00",train,price,4,0.410,numbers,,
crops/mixed_01055.png,BLT,train,name,5,0.45,synthetic,Sandwiches,val
crops/mixed_00604.png,"6,50",train,price,0,0.987,numbers,,
crops/mixed_00728.png,71,train,price,12,0.705,numbers,,
crops/mixed_00296.png,2.500,train,price,10,0.713,numbers,,
crops/mixed_00434.png,35.000,train,price,12,0.758,numbers,,
crops/mixed_00356.png,"28,00",train,price,0,0.782,numbers,,
crops/mixed_00855.png,90.000,val,price,6,0.714,numbers,,
crops/mixed_00724.png,70.000,test,price,7,0.991,numbers,,
crops/mixed_00786.png,80.000,train,price,11,0.815,numbers,,
crops/mixed_00745.png,75.000,train,price,4,0.819,numbers,,
crops/mixed_00259.png,"19,00",train,price,0,0.537,numbers,,
crops/mixed_00599.png,"6,00",train,price,3,0.803,numbers,,
crops/mixed_00526.png,46,train,price,12,0.512,numbers,,
crops/mixed_00269.png,2,train,price,10,0.524,numbers,,
crops/mixed_00524.png,46,train,price,3,0.430,numbers,,
crops/mixed_01259.png,Mint Tea,train,name,1,0.41,synthetic,Tea,train
crops/mixed_00512.png,"45,00",train,price,0,0.432,numbers,,
crops/mixed_00820.png,"9,00",train,price,11,0.548,numbers,,
crops/mixed_00489.png,"40,00",train,price,12,0.645,numbers,,
crops/mixed_00822.png,"9,50",train,price,5,0.599,numbers,,
crops/mixed_00916.png,11.020,val,price,12,0.83,synthetic,Tea,val
crops/mixed_00520.png,45.000,train,price,1,0.830,numbers,,
crops/mixed_00073.png,11,val,price,6,0.897,numbers,,
crops/mixed_00568.png,52,test,price,7,0.627,numbers,,
crops/mixed_00220.png,17,train,price,4,0.799,numbers,,
crops/mixed_00818.png,"9,00",train,price,9,0.770,numbers,,
crops/mixed_01137.png,"10,05",train,price,11,0.75,synthetic,Pastries,train
crops/mixed_00179.png,14.000,train,price,1,0.584,numbers,,
crops/mixed_01144.png,4.900,train,price,4,0.48,synthetic,Desserts,test
crops/mixed_00177.png,14.000,train,price,12,0.958,numbers,,
crops/mixed_00870.png,93,train,price,9,0.787,numbers,,
crops/mixed_01227.png,Mocha,train,name,8,0.75,synthetic,Coffee,train
crops/mixed_00744.png,75.000,train,price,1,0.338,numbers,,
crops/mixed_00834.png,9.000,train,price,10,0.446,numbers,,
crops/mixed_00231.png,17.000,train,price,4,0.874,numbers,,
crops/mixed_01021.png,11.680 dt,test,price,3,0.45,synthetic,Sandwiches,val
crops/mixed_00289.png,2.000,train,price,10,0.911,numbers,,
crops/mixed_00926.png,Apple Turnover,val,name,12,0.77,synthetic,Pastries,train
crops/mixed_00937.png,Espresso,val,name,12,0.65,synthetic,Coffee,test
crops/mixed_00192.png,"15,00",train,price,4,0.455,numbers,,
crops/mixed_01008.png,Iced Chocolate,test,name,10,0.59,synthetic,Soft Drinks,train
crops/mixed_00588.png,57,train,price,12,0.605,numbers,,
crops/mixed_00112.png,"12,50",test,price,7,0.727,numbers,,
crops/mixed_00730.png,72,test,price,7,0.865,numbers,,
crops/mixed_00970.png,"5,20",test,price,3,0.53,synthetic,Sandwiches,train
crops/mixed_00885.png,96,val,price,6,0.564,numbers,,
crops/mixed_00032.png,1.000,train,price,9,0.698,numbers,,
crops/mixed_00914.png,2,val,price,12,0.6,synthetic,Pastries,train
crops/mixed_00126.png,12.50,train,price,12,0.663,numbers,,
crops/mixed_00554.png,50,train,price,11,0.774,numbers,,
crops/mixed_00879.png,"95,00",train,price,9,0.424,numbers,,
crops/mixed_00525.png,46,test,price,7,0.784,numbers,,
crops/mixed_00097.png,11.50,train,price,0,0.443,numbers,,
crops/mixed_00275.png,"2,00",train,price,12,0.357,numbers,,
crops/mixed_00121.png,12.000,train,price,8,0.314,numbers,,
crops/mixed_00011.png,0.50,train,price,1,0.985,numbers,,
crops/mixed_00888.png,97,train,price,11,0.523,numbers,,
crops/mixed_00632.png,60.00,train,price,5,0.826,numbers,,
crops/mixed_00459.png,"4,00",train,price,2,0.981,numbers,,
crops/mixed_01228.png,7.400,train,price,5,0.9,synthetic,Salads,train
crops/mixed_00473.png,4.000,train,price,3,0.837,numbers,,
crops/mixed_00494.png,40.00,train,price,1,0.600,numbers,,
crops/mixed_00428.png,"35,00",train,price,11,0.970,numbers,,
crops/mixed_00672.png,67,test,price,7,0.366,numbers,,
crops/mixed_00272.png,2,train,price,3,0.549,numbers,,
crops/mixed_00886.png,96,train,price,10,0.783,numbers,,
crops/mixed_00690.png,"7,50",train,price,0,0.606,numbers,,
crops/mixed_00846.png,"90,00",train,price,12,0.466,numbers,,
crops/mixed_00616.png,6.50,train,price,2,0.722,numbers,,
crops/mixed_00602.png,"6,50",train,price,5,0.840,numbers,,
crops/mixed_00761.png,"8,00",train,price,3,0.767,numbers,,
crops/mixed_00913.png,10,val,price,12,0.84,synthetic,Breakfast,train
crops/mixed_00125.png,12.000,train,price,4,0.387,numbers,,
crops/mixed_01087.png,Lemonade,train,name,0,0.47,synthetic,Soft Drinks,val
crops/mixed_00148.png,13.00,train,price,2,0.875,numbers,,
crops/mixed_00790.png,81,train,price,4,0.398,numbers,,
crops/mixed_00529.png,47,train,price,0,0.534,numbers,,
crops/mixed_00941.png,Cheese Danish,val,name,12,0.45,synthetic,Pastries,train
crops/mixed_00342.png,"25,00",train,price,5,0.429,numbers,,
crops/mixed_00668.png,66,train,price,5,0.826,numbers,,
crops/mixed_01146.png,Almond Tart,train,name,5,0.83,synthetic,Pastries,train
crops/mixed_00068.png,10.500,train,price,11,0.401,numbers,,
crops/mixed_00784.png,80.00,train,price,10,0.492,numbers,,
crops/mixed_00796.png,85,train,price,11,0.744,numbers,,
crops/mixed_00515.png,45.00,train,price,5,0.408,numbers,,
crops/mixed_00202.png,16,train,price,3,0.833,numbers,,
crops/mixed_00843.png,90,train,price,9,0.768,numbers,,
crops/mixed_01037.png,Creme Brulee,train,name,0,0.53,synthetic,Desserts,train
crops/mixed_00017.png,1,train,price,4,0.596,numbers,,
crops/mixed_00034.png,1.000,train,price,1,0.873,numbers,,
crops/mixed_01064.png,2.90 DT,train,price,8,0.83,synthetic,Desserts,train
crops/mixed_00237.png,"18,00",train,price,8,0.516,numbers,,
crops/mixed_00153.png,13.000,train,price,5,0.968,numbers,,
crops/mixed_00048.png,"10,00",train,price,3,0.804,numbers,,
crops/mixed_00700.png,7.000,train,price,5,0.736,numbers,,
crops/mixed_00657.png,"65,00",train,price,12,0.759,numbers,,
crops/mixed_00751.png,78,val,price,6,0.928,numbers,,
crops/mixed_00808.png,87,train,price,11,0.844,numbers,,
crops/mixed_00562.png,50.00,train,price,3,0.748,numbers,,
crops/mixed_01079.png,Pancakes,train,name,11,0.94,synthetic,Breakfast,train
crops/mixed_00383.png,3.00,train,price,11,0.755,numbers,,
crops/mixed_00069.png,10.500,train,price,10,0.902,numbers,,
crops/mixed_00583.png,55.000,train,price,0,0.731,numbers,,
crops/mixed_00623.png,60,train,price,11,0.917,numbers,,
crops/mixed_00861.png,91,val,price,6,0.767,numbers,,
crops/mixed_00942.png,"4,39",val,price,12,0.49,synthetic,Breakfast,train
crops/mixed_00238.png,"18,00",train,price,12,0.391,numbers,,
crops/mixed_00823.png,"9,50",train,price,3,0.496,numbers,,
crops/mixed_00848.png,"90,00",train,price,5,0.865,numbers,,
crops/mixed_00871.png,93,train,price,5,0.578,numbers,,
crops/mixed_00522.png,45.000,train,price,3,0.666,numbers,,
crops/mixed_00528.png,47,train,price,2,0.817,numbers,,
crops/mixed_00847.png,"90,00",test,price,7,0.995,numbers,,
crops/mixed_01198.png,7.680 dt,train,price,2,0.71,synthetic,Breakfast,test
crops/mixed_00057.png,10.00,test,price,7,0.387,numbers,,
crops/mixed_00831.png,9.000,train,price,10,0.531,numbers,,
crops/mixed_00868.png,92,train,price,1,0.534,numbers,,
crops/mixed_00463.png,"4,50",train,price,5,0.365,numbers,,
crops/mixed_00978.png,"11,13",test,price,10,0.68,synthetic,Pastries,train
crops/mixed_00952.png,Orange Juice,val,name,7,0.91,synthetic,Juices & Smoothies,train
crops/mixed_01163.png,7.050,train,price,8,0.91,synthetic,Coffee,train
crops/mixed_00376.png,"3,00",train,price,5,0.639,numbers,,
crops/mixed_01111.png,French Toast,train,name,6,0.64,synthetic,Breakfast,test
crops/mixed_00062.png,10.000,test,price,7,0.589,numbers,,
crops/mixed_00903.png,99.00,train,price,2,0.378,numbers,,
crops/mixed_00325.png,"22,00",train,price,1,0.793,numbers,,
crops/mixed_00410.png,30.000,val,price,6,0.338,numbers,,
crops/mixed_00067.png,10.50,test,price,7,0.975,numbers,,
crops/mixed_00971.png,10,test,price,3,0.7,synthetic,Breakfast,train
crops/mixed_01076.png,Caesar Salad,train,name,11,0.83,synthetic,Salads,train
crops/mixed_00653.png,64,train,price,11,0.359,numbers,,
crops/mixed_00401.png,"30,00",train,price,12,0.941,numbers,,
crops/mixed_00702.png,7.000,train,price,12,0.430,numbers,,
crops/mixed_00185.png,14.500,train,price,11,0.738,numbers,,
crops/mixed_01003.png,Pancakes,test,name,3,0.85,synthetic,Breakfast,train
crops/mixed_01187.png,Cinnamon Roll,train,name,1,0.69,synthetic,Pastries,train
crops/mixed_00413.png,30.000,val,price,6,0.428,numbers,,
crops/mixed_00651.png,64,train,price,1,0.807,numbers,,
crops/mixed_01150.png,Turkish Coffee,train,name,2,0.44,synthetic,Coffee,train
crops/mixed_00762.png,"8,00",train,price,8,0.859,numbers,,
crops/mixed_00263.png,19.00,train,price,5,0.414,numbers,,
crops/mixed_00508.png,45,train,price,0,0.478,numbers,,
crops/mixed_00059.png,10.00,train,price,9,0.328,numbers,,
crops/mixed_00658.png,"65,00",train,price,2,0.363,numbers,,
crops/mixed_00474.png,4.50,train,price,5,0.945,numbers,,
crops/mixed_00807.png,86,train,price,9,0.475,numbers,,
crops/mixed_00825.png,"9,50",train,price,1,0.607,numbers,,
crops/mixed_00018.png,1,train,price,0,0.824,numbers,,
crops/mixed_00419.png,32,train,price,5,0.931,numbers,,
crops/mixed_00608.png,6.00,train,price,0,0.367,numbers,,
crops/mixed_01214.png,4.900,train,price,8,0.78,synthetic,Desserts,test
crops/mixed_00210.png,16.00,train,price,3,0.361,numbers,,
crops/mixed_00168.png,"14,00",train,price,9,0.836,numbers,,
crops/mixed_00666.png,65.000,train,price,3,0.498,numbers,,
crops/mixed_00595.png,6,train,price,10,0.611,numbers,,
crops/mixed_01033.png,Creme Brulee,train,name,2,0.5,synthetic,Desserts,train
crops/mixed_00170.png,"14,00",train,price,9,0.916,numbers,,
crops/mixed_00462.png,"4,50",train,price,5,0.782,numbers,,
crops/mixed_00768.png,8.00,train,price,11,0.579,numbers,,
crops/mixed_00785.png,80.00,train,price,9,0.743,numbers,,
crops/mixed_00400.png,"30,00",train,price,12,0.870,numbers,,
crops/mixed_01180.png,7.960,train,price,8,0.43,synthetic,Salads,test
crops/mixed_00580.png,55.00,val,price,6,0.511,numbers,,
crops/mixed_00299.png,20,train,price,11,0.381,numbers,,
crops/mixed_00092.png,11.000,train,price,5,0.769,numbers,,
crops/mixed_00811.png,88,val,price,6,0.634,numbers,,
crops/mixed_00697.png,7.00,train,price,3,0.321,numbers,,
crops/mixed_00893.png,98,train,price,11,0.315,numbers,,
crops/mixed_00089.png,11.00,test,price,7,0.654,numbers,,
crops/mixed_01123.png,8,train,price,1,0.41,synthetic,Pastries,test
crops/mixed_00513.png,"45,00",train,price,0,0.609,numbers,,
crops/mixed_01254.png,Still Water,train,name,1,0.66,synthetic,Soft Drinks,test
crops/mixed_00300.png,20,train,price,2,0.888,numbers,,
crops/mixed_00294.png,2.500,train,price,2,0.645,numbers,,
crops/mixed_00575.png,"55,00",train,price,3,0.654,numbers,,
crops/mixed_00046.png,10,train,price,5,0.896,numbers,,
crops/mixed_01271.png,Croissant,train,name,8,0.92,synthetic,Pastries,train
crops/mixed_00479.png,4.500,train,price,1,0.511,numbers,,
crops/mixed_00974.png,Grilled Cheese,test,name,10,0.94,synthetic,Sandwiches,train
crops/mixed_00921.png,10.140,val,price,7,0.84,synthetic,Salads,test
crops/mixed_00221.png,"17,00",train,price,9,0.772,numbers,,
crops/mixed_00587.png,57,train,price,2,0.941,numbers,,
crops/mixed_00965.png,Chocolate Brownie,val,name,7,0.8,synthetic,Pastries,train
crops/mixed_01264.png,10,train,price,4,0.79,synthetic,Coffee,test
crops/mixed_00605.png,6.00,train,price,12,0.574,numbers,,
crops/mixed_00252.png,19,train,price,1,0.768,numbers,,
crops/mixed_01131.png,Blueberry Muffin,train,name,1,0.46,synthetic,Pastries,test
crops/mixed_00256.png,"19,00",train,price,12,0.594,numbers,,
crops/mixed_01030.png,Earl Grey,train,name,0,0.49,synthetic,Tea,val
crops/mixed_01238.png,7.76,train,price,2,0.6,synthetic,Desserts,val
crops/mixed_00716.png,"70,00",train,price,1,0.337,numbers,,
crops/mixed_00239.png,"18,00",train,price,8,0.902,numbers,,
crops/mixed_00681.png,69,train,price,0,0.693,numbers,,
crops/mixed_00633.png,60.000,train,price,2,0.409,numbers,,
crops/mixed_01284.png,Mango Smoothie,train,name,4,0.76,synthetic,Juices & Smoothies,train
crops/mixed_00684.png,7,train,price,12,0.416,numbers,,
crops/mixed_00367.png,29,train,price,9,0.580,numbers,,
crops/mixed_00157.png,13.50,train,price,2,0.956,numbers,,
crops/mixed_00084.png,"11,50",train,price,12,0.403,numbers,,
crops/mixed_00387.png,3.000,train,price,11,0.327,numbers,,
crops/mixed_00439.png,36,val,price,6,0.785,numbers,,
crops/mixed_00072.png,11,train,price,4,0.774,numbers,,
crops/mixed_00699.png,7.000,val,price,6,0.372,numbers,,
crops/mixed_01126.png,Espresso,train,name,1,0.63,synthetic,Coffee,test
crops/mixed_00331.png,22.000,train,price,8,0.827,numbers,,
crops/mixed_00640.png,61,train,price,9,0.569,numbers,,
crops/mixed_00755.png,8,train,price,0,0.417,numbers,,
crops/mixed_00875.png,94,test,price,7,0.488,numbers,,
crops/mixed_00101.png,11.500,train,price,3,0.372,numbers,,
crops/mixed_00557.png,"50,00",train,price,12,0.367,numbers,,
crops/mixed_00662.png,65.00,train,price,8,0.980,numbers,,
crops/mixed_00382.png,3.00,train,price,9,0.697,numbers,,
crops/mixed_00613.png,6.000,train,price,2,0.903,numbers,,
crops/mixed_01042.png,10,train,price,2,0.85,synthetic,Coffee,test
crops/mixed_01134.png,9,train,price,8,0.73,synthetic,Breakfast,train
crops/mixed_01068.png,Iced Tea,train,name,2,0.56,synthetic,Tea,train
crops/mixed_00482.png,4.500,train,price,5,0.987,numbers,,
crops/mixed_00483.png,40,train,price,12,0.553,numbers,,
crops/mixed_01294.png,"9,56",train,price,9,0.4,synthetic,Coffee,train
crops/mixed_00361.png,28.00,train,price,1,0.961,numbers,,
crops/mixed_00147.png,13.00,train,price,9,0.632,numbers,,
crops/mixed_00624.png,60,train,price,11,0.468,numbers,,
crops/mixed_00016.png,1,val,price,6,0.640,numbers,,
crops/mixed_01281.png,SOFT DRINKS,train,header,9,0.88,synthetic,Soft Drinks,train
crops/mixed_01152.png,10.42,train,price,5,0.65,synthetic,Juices & Smoothies,train
crops/mixed_00304.png,"20,00",test,price,7,0.424,numbers,,
crops/mixed_00352.png,27,train,price,5,0.356,numbers,,
crops/mixed_00395.png,3.500,train,price,5,0.944,numbers,,
crops/mixed_01015.png,2.90 DT,test,price,10,0.85,synthetic,Desserts,train
crops/mixed_00804.png,85.000,train,price,8,0.586,numbers,,
crops/mixed_00581.png,55.000,train,price,10,0.787,numbers,,
crops/mixed_00038.png,1.50,test,price,7,0.304,numbers,,
crops/mixed_00655.png,65,test,price,7,0.419,numbers,,
crops/mixed_00122.png,12.000,train,price,12,0.707,numbers,,
crops/mixed_00080.png,"11,00",train,price,1,0.772,numbers,,
crops/mixed_00591.png,59,train,price,10,0.939,numbers,,
crops/mixed_00835.png,9.50,val,price,6,0.318,numbers,,
crops/mixed_00988.png,Falafel Wrap,test,name,10,0.51,synthetic,Sandwiches,train
crops/mixed_00992.png,Banana Bread,test,name,3,0.56,synthetic,Pastries,train
crops/mixed_00320.png,22,train,price,4,0.888,numbers,,
crops/mixed_00050.png,"10,00",train,price,11,0.713,numbers,,
crops/mixed_00949.png,"5,99",val,price,12,0.49,synthetic,Breakfast,train
crops/mixed_00850.png,"90,00",test,price,7,0.605,numbers,,
crops/mixed_01065.png,Makroudh,train,name,11,0.77,synthetic,Pastries,train
crops/mixed_01071.png,Chicken Salad,train,name,6,0.67,synthetic,Salads,train
crops/mixed_00980.png,7.90,test,price,10,0.68,synthetic,Soft Drinks,train
crops/mixed_00480.png,4.500,train,price,9,0.348,numbers,,
crops/mixed_01006.png,Lemon Tart,test,name,3,0.95,synthetic,Desserts,train
crops/mixed_01193.png,SANDWICHES,train,header,0,0.73,synthetic,Sandwiches,train
crops/mixed_00909.png,99.000,train,price,8,0.927,numbers,,
crops/mixed_00226.png,17.00,train,price,5,0.301,numbers,,
crops/mixed_01013.png,Apple Turnover,test,name,10,0.68,synthetic,Pastries,train
crops/mixed_00809.png,87,train,price,5,0.580,numbers,,
crops/mixed_00827.png,9.00,train,price,4,0.723,numbers,,
crops/mixed_00397.png,3.500,train,price,9,0.811,numbers,,
crops/mixed_00115.png,"12,50",test,price,7,0.934,numbers,,
crops/mixed_00783.png,80.00,test,price,7,0.553,numbers,,
crops/mixed_00458.png,"4,00",test,price,7,0.560,numbers,,
crops/mixed_00310.png,20.00,train,price,8,0.862,numbers,,
crops/mixed_00213.png,16.000,train,price,8,0.922,numbers,,
crops/mixed_01023.png,Panna Cotta,test,name,3,0.84,synthetic,Desserts,val
crops/mixed_01171.png,Chicken Salad,train,name,8,0.61,synthetic,Salads,train
crops/mixed_00060.png,10.000,train,price,1,0.629,numbers,,
crops/mixed_00787.png,80.000,train,price,8,0.310,numbers,,
crops/mixed_01114.png,"7,08",train,price,6,0.91,synthetic,Sandwiches,train
crops/mixed_00155.png,13.000,train,price,10,0.463,numbers,,
crops/mixed_00950.png,Macchiato,val,name,12,0.46,synthetic,Coffee,train
crops/mixed_00076.png,11,train,price,4,0.852,numbers,,
crops/mixed_00953.png,11.100,val,price,12,0.91,synthetic,Tea,test
crops/mixed_00442.png,37,train,price,10,0.891,numbers,,
crops/mixed_01223.png,7.510,train,price,0,0.9,synthetic,Sandwiches,train
crops/mixed_01035.png,3.91,train,price,1,0.6,synthetic,Breakfast,train
crops/mixed_00295.png,2.500,test,price,7,0.877,numbers,,
crops/mixed_00037.png,1.50,train,price,11,0.903,numbers,,
crops/mixed_00709.png,7.500,train,price,5,0.691,numbers,,
crops/mixed_00205.png,"16,00",train,price,1,0.738,numbers,,
crops/mixed_00033.png,1.000,train,price,10,0.450,numbers,,
crops/mixed_00420.png,32,train,price,2,0.502,numbers,,
crops/mixed_00058.png,10.00,train,price,9,0.475,numbers,,
crops/mixed_00585.png,56,train,price,12,0.781,numbers,,
crops/mixed_01049.png,10.77,train,price,0,0.48,synthetic,Juices & Smoothies,train
crops/mixed_00571.png,54,train,price,5,0.698,numbers,,
crops/mixed_01004.png,Almond Tart,test,name,10,0.87,synthetic,Pastries,train
crops/mixed_00174.png,14.00,train,price,11,0.402,numbers,,
crops/mixed_00883.png,95.000,test,price,7,0.445,numbers,,
crops/mixed_01027.png,Ristretto,train,name,2,0.45,synthetic,Coffee,train
crops/mixed_00719.png,"70,00",train,price,2,0.431,numbers,,
crops/mixed_01127.png,Cold Brew,train,name,9,0.94,synthetic,Coffee,train
crops/mixed_00964.png,Macchiato,val,name,12,0.47,synthetic,Coffee,train
crops/mixed_00643.png,62,train,price,10,0.802,numbers,,
crops/mixed_00934.png,Lentil Salad,val,name,7,0.5,synthetic,Salads,train
crops/mixed_00742.png,75.000,test,price,7,0.760,numbers,,
crops/mixed_00385.png,3.000,test,price,7,0.921,numbers,,
crops/mixed_01270.png,Chicken Salad,train,name,8,0.82,synthetic,Salads,train
crops/mixed_00637.png,61,train,price,5,0.496,numbers,,
